PLANT,Sanskrit/Ayurvedic Names,plant part,COMPOUND,pubchem ID,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic,cancer type,Toxicity (LD50)mg/kg,Prediction,PROTEIN TARGET,DOI NUMBER
,,flower,D-FENCHONE,1201521,Molecule 497,O=C1C2(C)CCC(C1(C)C)C2,C10H16O,152.23,11,0,0.9,0,1,0,45.64,17.07,2.21,3.52,2.4,2.3,2.85,2.66,-3,1.52E-01,9.97E-04,Soluble,-3.56,4.17E-02,2.74E-04,Soluble,-2.6,3.83E-01,2.52E-03,Soluble,High,Yes,No,No,No,No,No,No,-4.73,0,1,0,0,2,0.55,0,0,2,3.22,,775,Inactive,,
,,plant  ,PHYTOL,5280435,Molecule 498,OCC=C(CCCC(CCCC(CCCC(C)C)C)C)C,C20H40O,296.53,21,0,0.9,13,1,1,98.94,20.23,4.71,8.19,6.36,5.25,6.57,6.22,-5.98,3.10E-04,1.05E-06,Moderately soluble,-8.47,9.94E-07,3.35E-09,Poorly soluble,-5.51,9.06E-04,3.05E-06,Moderately soluble,Low,No,Yes,No,No,Yes,No,No,-2.29,1,1,1,1,2,0.55,0,1,2,4.3,,5000,Inactive,,
Rubia cordifolia,manjistha,plant,NOR-DAMNACANTHAL,160712,Molecule 499,O=Cc1c(O)cc2c(c1O)C(=O)c1c(C2=O)cccc1,C15H8O5,268.22,20,12,0,1,5,2,69.18,91.67,1.08,2.72,1.69,0.02,2.73,1.65,-3.59,6.82E-02,2.54E-04,Soluble,-4.3,1.35E-02,5.03E-05,Moderately soluble,-4.04,2.43E-02,9.06E-05,Moderately soluble,High,No,No,No,No,No,No,Yes,-6,0,0,0,0,0,0.55,1,1,0,2.52,"breast, ovary, cervix,  colon,  lung cancer",NA,Inactive,,
,,root,ALIZARIN,6293,Molecule 500,O=C1c2ccccc2C(=O)c2c1ccc(c2O)O,C14H8O4,240.21,18,12,0,0,4,2,63.8,74.6,1.85,3.16,1.87,0.67,2.55,2.02,-3.81,3.69E-02,1.54E-04,Soluble,-4.4,9.63E-03,4.01E-05,Moderately soluble,-4.1,1.91E-02,7.94E-05,Moderately soluble,High,Yes,No,Yes,No,No,No,Yes,-5.52,0,0,0,0,0,0.55,2,1,1,2.35,,7000,Inactive/Active,,
Saussurea lappa,"Kushta, Vapya",root,ALPHA-IONONE,5282108,Molecule 501,CC(=O)C=CC1C(=CCCC1(C)C)C,C13H20O,192.3,14,0,0.62,2,1,0,61.48,17.07,2.81,3.85,3.51,2.94,3.41,3.31,-3.33,9.08E-02,4.72E-04,Soluble,-3.9,2.39E-02,1.25E-04,Soluble,-2.65,4.33E-01,2.25E-03,Soluble,High,Yes,No,No,No,Yes,No,No,-4.74,0,0,0,0,2,0.55,0,2,2,3.53,breast cancer,4590,Inactive,,
,,root essential oil,4-ETHYLOCTANOIC-ACID,61840,Molecule 502,CCCCC(CCC(=O)O)CC,C10H20O2,172.26,12,0,0.9,7,2,1,51.96,37.3,2.38,3.58,3.07,2.58,2.46,2.81,-2.7,3.43E-01,1.99E-03,Soluble,-4.05,1.54E-02,8.92E-05,Moderately soluble,-2.5,5.43E-01,3.16E-03,Soluble,High,Yes,No,No,No,No,No,No,-4.81,0,0,0,0,1,0.85,0,0,2,2.12,,900,Inactive,,
,,root essential oil,ALPHA-AMORPHENIC-ACID,163184168,Molecule 503,CC1=CC2C(CC1)C(=CCC2C(=C)C(=O)O)C,C15H20O2,232.32,17,0,0.53,2,2,1,70.34,37.3,2.58,2.71,3.57,3.26,2.64,2.95,-2.86,3.24E-01,1.39E-03,Soluble,-3.15,1.66E-01,7.13E-04,Soluble,-2.07,1.99E+00,8.55E-03,Soluble,High,Yes,No,No,No,Yes,No,No,-5.79,0,0,0,0,0,0.85,0,2,1,3.93,,1000,Inactive,,
Santalum album,"Chandana, Bhadrashri, Gosheersha, Tilaparnaka, Chandra, Yuti.",wood,BETA-SANTALENE,10889018,Molecule 504,CC(=CCCC1(C)C2CCC(C1=C)C2)C,C15H24,204.35,15,0,0.73,3,0,0,68.78,0,3.35,6.19,4.73,4.63,4.55,4.69,-4.81,3.17E-03,1.55E-05,Moderately soluble,-5.97,2.17E-04,1.06E-06,Moderately soluble,-3.8,3.24E-02,1.58E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-3.15,1,0,0,0,2,0.55,0,1,2,4.57,"ovary, colon, rectum, kidney, urinary bladder, testis,sarcomas  ",5000,Inactive,,
,,wood,1-FURFURYL-PYRROLE,15037,Molecule 505,c1ccn(c1)Cc1ccco1,C9H9NO,147.17,11,10,0.11,2,1,0,42.45,18.07,2.18,1.36,2.13,0.69,1.84,1.64,-2.15,1.04E+00,7.08E-03,Soluble,-1.34,6.70E+00,4.55E-02,Very soluble,-2.9,1.87E-01,1.27E-03,Soluble,High,Yes,No,Yes,No,No,No,No,-6.23,0,1,0,0,1,0.55,0,0,1,2.04,,380,Inactive,,
,,wood,TRICYCLOEKASANTALOL,130142141,Molecule 506,OCCCC1(C)C2CC3C1(C)C3C2,C12H20O,180.29,13,0,1,3,1,1,54.1,20.23,2.58,2.74,2.44,3.02,2.85,2.73,-2.49,5.89E-01,3.27E-03,Soluble,-2.82,2.73E-01,1.52E-03,Soluble,-2.51,5.57E-01,3.09E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.45,0,0,0,0,2,0.55,0,0,1,3.67,,2800,Inactive,,
Cassia angustifolia,Svarnapatri,leaves,isorhamnetin-3-gentiobioside,5488387,Molecule 507,OCC1OC(OCC2OC(Oc3c(oc4c(c3=O)c(O)cc(c4)O)c3ccc(c(c3)OC)O)C(C(C2O)O)O)C(C(C1O)O)O,C28H32O17,640.54,45,16,0.46,8,17,10,147.01,278.66,2.35,-0.51,-2.41,-4.42,-2.15,-1.43,-3.23,3.81E-01,5.95E-04,Soluble,-4.87,8.56E-03,1.34E-05,Moderately soluble,-0.39,2.60E+02,4.06E-01,Soluble,Low,No,Yes,No,No,No,No,No,-10.57,3,4,1,1,4,0.17,0,0,2,6.68,,NA,Inactive,,
Alium cepa,Palandu (pyaj),bulb,fisetin,5281614,Molecule 508,Oc1ccc2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,C15H10O6,286.24,21,16,0,1,6,4,76.01,111.13,1.5,1.97,2.28,-0.03,2.03,1.55,-3.35,1.27E-01,4.43E-04,Soluble,-3.93,3.37E-02,1.18E-04,Soluble,-3.82,4.29E-02,1.50E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.65,0,0,0,0,0,0.55,1,1,0,3.16,,159,Inactive/ Active,,
Abelmoschus esculentus ,"Bhenda, Darvika",flower,GAMMA-TOCOPHEROL,92729,Molecule 509,CC(CCCC(CCCC(C)C)C)CCCC1(C)CCc2c(O1)c(C)c(c(c2)O)C,C28H48O2,416.68,30,6,0.79,12,2,1,134.31,29.46,5.76,10.33,8.53,5.94,9.2,7.95,-8.29,2.15E-06,5.16E-09,Poorly soluble,-10.89,5.38E-09,1.29E-11,Insoluble,-8.79,6.80E-07,1.63E-09,Poorly soluble,Low,No,Yes,No,No,No,No,No,-1.51,1,3,1,1,1,0.55,0,0,3,5,,5000,Inactive,,
,,seed,"12,13-EPOXYOLEIC-ACID",101419516,Molecule 510,CCCCCC1OC1[CH]C=CCCCCCCCC(=O)O,C18H31O3,295.44,21,0,0.83,14,3,1,87.85,49.83,0,5.57,4.91,3.29,5.44,3.84,-4.26,1.64E-02,5.54E-05,Moderately soluble,-6.38,1.24E-04,4.19E-07,Poorly soluble,-4.41,1.15E-02,3.89E-05,Moderately soluble,High,Yes,No,No,No,Yes,No,No,-4.15,0,0,1,0,1,0.85,0,2,2,4.14,,NA,Inactive,,
,,fruit ,GOSSYPETIN,5280647,Molecule 511,Oc1cc(ccc1O)c1oc2c(O)c(O)cc(c2c(=O)c1O)O,C15H10O8,318.24,23,16,0,1,8,6,80.06,151.59,1.33,1.81,1.69,-1.08,1.06,0.96,-3.4,1.26E-01,3.96E-04,Soluble,-4.61,7.76E-03,2.44E-05,Moderately soluble,-2.66,6.98E-01,2.19E-03,Soluble,Low,No,No,Yes,No,No,Yes,Yes,-6.96,1,0,1,1,2,0.55,1,2,0,3.29,,159,Inactive/ Active,,
HIibiscus (Red),Javakusuma,,methyl sterculate,115261,Molecule 512,CCCCCCCCC1=C(C1)CCCCCCCC(=O)OC,C20H36O2,308.5,22,0,0.85,16,2,0,96.95,26.3,4.66,6.97,6.34,4.63,6.97,5.92,-5.09,2.52E-03,8.17E-06,Moderately soluble,-7.34,1.42E-05,4.61E-08,Poorly soluble,-6.8,4.93E-05,1.60E-07,Poorly soluble,High,No,No,Yes,No,No,No,No,-3.23,1,1,1,1,2,0.55,0,1,2,3.38,,3000,Inactive,,
Hibiscus sinesis,Rudrapushpa,root bark,hibiscus acid,9856782,Molecule 513,OC(=O)CC(C(C(=O)O)O)(C(=O)O)O,C6H8O8,208.12,14,0,0.5,5,8,5,38.63,152.36,-1.05,-2.56,-2.28,-2.27,-2.27,-2.08,0.81,1.35E+03,6.49E+00,Highly soluble,-0.09,1.68E+02,8.05E-01,Very soluble,2.64,9.08E+04,4.37E+02,Soluble,Low,No,No,No,No,No,No,No,-9.39,0,2,1,1,2,0.11,0,0,1,2.93,,80,Inactive,,
Wasabia japonica,Moongre,plant,4-PENTENYL-ISOTHIOCYANATE,87436,Molecule 514,C=CCCCN=C=S,C6H9NS,127.21,8,0,0.5,4,1,0,39.64,44.45,2.39,3.06,2.06,2.77,3.16,2.69,-2.29,6.49E-01,5.10E-03,Soluble,-3.66,2.78E-02,2.19E-04,Soluble,-1.7,2.56E+00,2.01E-02,Soluble,High,Yes,No,No,No,No,No,No,-4.9,0,3,0,0,1,0.55,0,3,1,2.01,,150,Inactive,,
,,plant,GLUCOBRASSICANAPIN,5485207,Molecule 515,C=CCCCC(=NOS(=O)(=O)O)SC1OC(CO)C(C(C1O)O)O,C12H21NO9S2,387.43,24,0,0.75,9,10,5,85.84,199.79,0.51,-0.41,0.09,-2.01,-1.65,-0.69,-1.39,1.58E+01,4.08E-02,Very soluble,-3.32,1.85E-01,4.77E-04,Soluble,1.15,5.49E+03,1.42E+01,Soluble,Low,No,Yes,No,No,No,No,No,-8.95,0,0,1,1,1,0.11,0,5,2,5.53,,16,Inactive,,
Aglaonema commutatum,,fruit,lycopene,446925,Molecule 516,CC(=CC=CC=C(C=CC=C(C=CC=C(CCC=C(C)C)C)C)C)C=CC=C(C=CC=C(CCC=C(C)C)C)C,C40H56,536.87,40,0,0.35,16,0,0,188.23,0,8.53,15.56,12.94,9.21,13.28,11.9,-11.92,6.52E-10,1.22E-12,Insoluble,-15.7,1.08E-13,2.01E-16,Insoluble,-6.32,2.58E-04,4.81E-07,Poorly soluble,Low,No,Yes,No,No,No,No,No,1.47,2,4,1,1,3,0.17,0,2,3,6.21,,5700,Inactive,,
,,fruit,LYCOXANTHIN,5281245,Molecule 517,OCC(=CCCC(=CC=CC(=CC=CC(=CC=CC=C(C=CC=C(C=CC=C(CCC=C(C)C)C)C)C)C)C)C)C,C40H56O,552.87,41,0,0.35,17,1,1,189.39,20.23,8.08,14.31,11.91,8.14,12.7,11.03,-11.16,3.82E-09,6.90E-12,Insoluble,-14.83,8.26E-13,1.49E-15,Insoluble,-5.74,1.00E-03,1.82E-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,0.49,2,4,1,1,3,0.17,0,2,3,5.94,,2100,Inactive,,
,,fruit,VIOLAXANTHIN,448438,Molecule 518,CC(=CC=CC=C(C=CC=C(C=CC12OC2(C)CC(CC1(C)C)O)C)C)C=CC=C(C=CC12OC2(C)CC(CC1(C)C)O)C,C40H56O4,600.87,44,0,0.55,10,4,2,185.8,65.52,7.22,9.76,8.97,5.37,10.6,8.39,-9.05,5.30E-07,8.83E-10,Poorly soluble,-11.06,5.29E-09,8.81E-12,Insoluble,-5.38,2.50E-03,4.17E-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-3.04,2,4,0,1,2,0.17,0,2,3,7.58,,55,Inactive,,
Balanites aegyptiacus,Ingudi,seed,PALMITIC-ACID,985,Molecule 519,CCCCCCCCCCCCCCCC(=O)O,C16H32O2,256.42,18,0,0.94,14,2,1,80.8,37.3,3.85,7.17,5.55,4.19,5.25,5.2,-5.02,2.43E-03,9.49E-06,Moderately soluble,-7.77,4.31E-06,1.68E-08,Poorly soluble,-5.31,1.25E-03,4.88E-06,Moderately soluble,High,Yes,No,Yes,No,Yes,No,No,-2.77,1,0,1,0,1,0.85,0,0,2,2.31,,900,Inactive,,
,,fruit ,YAMOGENIN,441900,Molecule 520,CC1CCC2(OC1)OC1C(C2C)C2(C(C1)C1CC=C3C(C1CC2)(C)CCC(C3)O)C,C27H42O3,414.62,30,0,0.93,0,3,1,121.59,38.69,4.45,5.67,5.71,4.94,4.29,5.01,-5.98,4.31E-04,1.04E-06,Moderately soluble,-6.25,2.35E-04,5.66E-07,Poorly soluble,-4.49,1.34E-02,3.22E-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-4.8,1,2,0,0,1,0.55,0,1,2,6.94,,8000,Inactive,,
Brassica oleracea var. botrytis l.,Pushpshakham (phoolGobhi),plant,Leucine,6106,Molecule 521,NC(C(=O)O)CC(C)C,C6H13NO2,131.17,9,0,0.83,3,3,2,35.44,63.32,1.15,-1.52,0.44,-1.82,-0.15,-0.38,0.5,4.17E+02,3.18E+00,Highly soluble,0.7,6.52E+02,4.97E+00,Highly soluble,-0.14,9.61E+01,7.33E-01,Soluble,High,No,No,No,No,No,No,No,-8.18,0,2,0,0,1,0.55,0,0,1,1.39,,10000,Inactive,,
,,plant  ,4-VINYL-GUAIACOL,332,Molecule 522,COc1cc(C=C)ccc1O,C9H10O2,150.17,11,6,0.11,2,2,1,45.05,29.46,2.14,2.81,1.93,1.71,2.13,2.14,-2.81,2.31E-01,1.54E-03,Soluble,-3.09,1.23E-01,8.21E-04,Soluble,-2.38,6.30E-01,4.20E-03,Soluble,High,Yes,No,Yes,No,No,No,No,-5.22,0,1,0,0,1,0.55,0,0,1,1.45,,NA,Inactive,,
,,leaves,ALLYL-ISOTHIOCYANATE,5971,Molecule 523,C=CCN=C=S,C4H5NS,99.15,6,0,0.25,2,1,0,30.03,44.45,1.93,2.41,1.28,1.98,2.37,1.99,-1.84,1.43E+00,1.44E-02,Very soluble,-2.99,1.03E-01,1.03E-03,Soluble,-0.85,1.41E+01,1.42E-01,Soluble,High,Yes,No,No,No,No,No,No,-5.19,0,3,0,0,2,0.55,0,3,1,2.2,,112,Inactive,,
,,plant  ,GLUCONAPOLEIFERIN,5281136,Molecule 524,C=CCC(CC(=NOS(=O)(=O)O)SC1OC(CO)C(C(C1O)O)O)O,C12H21NO10S2,403.43,25,0,0.75,9,11,6,87,220.02,0.73,-1.39,-0.94,-2.77,-2.39,-1.35,-0.87,5.42E+01,1.34E-01,Very soluble,-2.73,7.53E-01,1.87E-03,Soluble,2.1,5.02E+04,1.24E+02,Soluble,Low,No,Yes,No,No,No,No,No,-9.75,2,1,1,1,3,0.11,0,5,2,5.69,,16,Inactive,,
Capsicum frutescens,Katuvira (mirchi),fruit,1-hexanol,8103,Molecule 525,CCCCCCO,C6H14O,102.17,7,0,1,4,1,1,32.12,20.23,2.03,2.03,1.56,1.53,1.28,1.69,-1.49,3.32E+00,3.25E-02,Very soluble,-2.08,8.45E-01,8.27E-03,Soluble,-1.64,2.34E+00,2.29E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.48,0,2,0,0,2,0.55,0,0,1,1.07,,710,Inactive,,
,,fruit,2-UNDECANONE,8163,Molecule 526,CCCCCCCCCC(=O)C,C11H22O,170.29,12,0,0.91,8,1,0,55.19,17.07,3.01,4.09,3.72,2.99,3.61,3.48,-2.94,1.94E-01,1.14E-03,Soluble,-4.15,1.19E-02,7.02E-05,Moderately soluble,-3.83,2.49E-02,1.46E-04,Soluble,High,Yes,No,Yes,No,No,No,No,-4.43,0,0,0,0,2,0.55,0,0,3,1.72,,5000,Inactive,,
,,fruit,CUCURBITAXANTHIN-A,131751704,Molecule 527,CC(=CC=CC=C(C=CC=C(C=CC12OC(CC1(C)C)CC2(C)O)C)C)C=CC=C(C=CC1=C(C)CC(CC1(C)C)O)C,C40H56O3,584.87,43,0,0.5,10,3,2,186.28,49.69,6.92,10.34,9.76,6.15,10.5,8.73,-9.32,2.80E-07,4.78E-10,Poorly soluble,-11.32,2.77E-09,4.74E-12,Insoluble,-5.66,1.28E-03,2.18E-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-2.53,2,4,0,1,1,0.17,0,1,3,8.01,,37,Inactive,,
Capsicum annuum,Katuvira (shimla mirchi),fruit,2-METHYL-5-ETHYLPYRAZINE,25915,Molecule 528,CCc1cnc(cn1)C,C7H10N2,122.17,9,6,0.43,1,2,0,36.77,25.78,1.73,1.02,1.35,0.22,2.09,1.28,-1.67,2.63E+00,2.15E-02,Very soluble,-1.15,8.63E+00,7.06E-02,Very soluble,-2.79,2.00E-01,1.64E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.32,0,3,0,0,1,0.55,0,0,1,1.99,,900,Inactive,,
,,fruit,XANTHOPHYLL,5281243,Molecule 529,CC(=CC=CC=C(C=CC=C(C=CC1=C(C)CC(CC1(C)C)O)C)C)C=CC=C(C=CC1C(=CC(CC1(C)C)O)C)C,C40H56O2,568.87,42,0,0.45,10,2,2,186.76,40.46,7.15,11.01,10.4,6.96,10.51,9.21,-9.64,1.29E-07,2.27E-10,Poorly soluble,-11.83,8.49E-10,1.49E-12,Insoluble,-5.49,1.84E-03,3.23E-06,Moderately soluble,Low,No,Yes,No,No,No,No,No,-1.95,2,4,0,1,1,0.17,0,2,3,7.01,,10,Inactive,,
,,fruit,RISHITIN,108064,Molecule 530,CC(=C)C1CCC2=C(C1)C(C)C(C(C2)O)O,C14H22O2,222.32,16,0,0.71,1,2,2,66.56,40.46,2.69,1.93,2.42,2.38,2.24,2.33,-2.37,9.52E-01,4.28E-03,Soluble,-2.4,8.78E-01,3.95E-03,Soluble,-1.78,3.66E+00,1.65E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.29,0,0,0,0,0,0.55,0,1,1,4.35,,1016,Inactive,,
Citrus reticulata,Narangi (komla),fruit,5-DEMETHYL-NOBILETIN,358832,Molecule 531,COc1cc(ccc1OC)c1cc(=O)c2c(o1)c(OC)c(c(c2O)OC)OC,C20H20O8,388.37,28,16,0.25,6,8,1,102.4,96.59,3.59,3.23,3.21,0.11,3.74,2.78,-4.31,1.90E-02,4.90E-05,Moderately soluble,-4.93,4.55E-03,1.17E-05,Moderately soluble,-6.12,2.92E-04,7.52E-07,Poorly soluble,High,No,No,No,No,Yes,No,Yes,-6.38,0,0,0,0,0,0.55,0,0,1,3.76,,NA,Inactive,,
,,fruit,CITRONELLIC-ACID,10402,Molecule 532,CC(CC(=O)O)CCC=C(C)C,C10H18O2,170.25,12,0,0.7,5,2,1,51.48,37.3,2.28,3.02,2.84,2.47,2.13,2.55,-2.47,5.79E-01,3.40E-03,Soluble,-3.47,5.79E-02,3.40E-04,Soluble,-1.76,2.94E+00,1.73E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.19,0,0,0,0,1,0.85,0,1,1,2.47,,2610,Inactive,,
,,fruit,DIOSMIN,5281613,Molecule 533,COc1ccc(cc1O)c1cc(=O)c2c(o1)cc(cc2O)OC1OC(COC2OC(C)C(C(C2O)O)O)C(C(C1O)O)O,C28H32O15,608.54,43,16,0.46,7,15,8,143.82,238.2,3.05,0.14,-1.09,-3.23,-1.08,-0.44,-3.51,1.86E-01,3.06E-04,Soluble,-4.7,1.22E-02,2.00E-05,Moderately soluble,-1.57,1.65E+01,2.70E-02,Soluble,Low,No,Yes,No,No,No,No,No,-9.91,3,4,1,1,4,0.17,0,0,1,6.48,,5000,Inactive,,
,,fruit,EUPATILIN,5273755,Molecule 534,COc1cc(ccc1OC)c1cc(=O)c2c(o1)cc(c(c2O)OC)O,C18H16O7,344.32,25,16,0.17,4,7,2,91.44,98.36,3.11,3.4,2.9,0.17,3.12,2.54,-4.33,1.62E-02,4.72E-05,Moderately soluble,-5.14,2.47E-03,7.16E-06,Moderately soluble,-5.33,1.63E-03,4.72E-06,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-5.99,0,0,0,0,0,0.55,0,0,0,3.39,,5000,Inactive/ Active,,
Citrus paradisi,Karuna,fruit,citral,638011,Molecule 535,O=CC=C(CCC=C(C)C)C,C10H16O,152.23,11,0,0.5,4,1,0,49.44,17.07,2.47,3.03,2.88,2.49,2.65,2.71,-2.43,5.67E-01,3.73E-03,Soluble,-3.05,1.34E-01,8.83E-04,Soluble,-1.96,1.66E+00,1.09E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.08,0,1,0,0,2,0.55,0,3,1,2.49,,500,Inactive,,
,,fruit,ERIODICTYOL,440735,Molecule 536,Oc1cc2OC(CC(=O)c2c(c1)O)c1ccc(c(c1)O)O,C15H12O6,288.25,21,12,0.13,1,6,4,73.59,107.22,1.62,2.02,1.89,0.16,1.56,1.45,-3.26,1.60E-01,5.54E-04,Soluble,-3.9,3.64E-02,1.26E-04,Soluble,-2.84,4.19E-01,1.45E-03,Soluble,High,No,Yes,No,No,No,No,Yes,-6.62,0,0,0,0,0,0.55,1,1,0,3.11,,2000,Inactive/ Active,,
,,fruit,ISOSAKURANETIN,160481,Molecule 537,COc1ccc(cc1)C1CC(=O)c2c(O1)cc(cc2O)O,C16H14O5,286.28,21,12,0.19,2,5,2,76.04,75.99,2.39,2.85,2.49,0.96,2.57,2.25,-3.7,5.70E-02,1.99E-04,Soluble,-4.1,2.25E-02,7.86E-05,Moderately soluble,-4.12,2.19E-02,7.66E-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,Yes,-6.02,0,0,0,0,0,0.55,0,0,0,3.11,,2000,Inactive/ Active,,
Citrus maxima,Chakotra,fruit,naringin,442428,Molecule 538,OCC1OC(Oc2cc(O)c3c(c2)OC(CC3=O)c2ccc(cc2)O)C(C(C1O)O)OC1OC(C)C(C(C1O)O)O,C27H32O14,580.53,41,12,0.52,6,14,8,134.91,225.06,2.38,-0.44,-1.49,-2.77,-1.64,-0.79,-2.98,6.04E-01,1.04E-03,Soluble,-3.82,8.77E-02,1.51E-04,Soluble,-0.49,1.87E+02,3.21E-01,Soluble,Low,No,Yes,No,No,No,No,No,-10.15,3,4,1,1,3,0.17,0,0,1,6.16,,2300,Inactive,,
Citrus sinensis/ aurantium,nimbuka  ,pericarp,(E)-BETA-OCIMENE,5281553,Molecule 539,C=CC(=CCC=C(C)C)C,C10H16,136.23,10,0,0.4,3,0,0,48.76,0,2.8,4.26,3.48,3.56,2.88,3.4,-3.17,9.20E-02,6.75E-04,Soluble,-3.97,1.45E-02,1.07E-04,Soluble,-2.04,1.24E+00,9.10E-03,Soluble,Low,Yes,No,No,No,No,No,No,-4.11,0,1,0,0,2,0.55,0,2,2,3.63,,113,Inactive,,
,,fruit ,URONIC-ACID,206935,Molecule 540,NCC1OC(OC2C(N)CC(C(C2O)OC2OC(C(=O)O)C(C(C2O)N)O)N)C(C(C1O)O)O.Cl.Cl.Cl,C18H37Cl3N4O12,607.86,37,0,0.94,6,16,11,127.11,299.68,0,-6.58,-4.79,-5.21,-7.65,-4.85,0.93,5.21E+03,8.56E+00,Highly soluble,0.98,5.85E+03,9.63E+00,Highly soluble,5.46,1.73E+08,2.85E+05,Soluble,Low,No,Yes,No,No,No,No,No,-14.68,3,3,1,1,5,0.17,0,0,1,6.53,,NA,Inactive,,
,,fruit ,VALENCIACHROME,131752066,Molecule 541,OCCCC(=CC=CC=C(C=CC=C(C1C=C2C(O1)(C)CC(CC2(C)C)O)C)C)C,C27H40O3,412.6,30,0,0.56,8,3,2,128.02,49.69,4.97,6.18,5.98,4.07,6.32,5.5,-5.76,7.11E-04,1.72E-06,Moderately soluble,-7.01,4.05E-05,9.82E-08,Poorly soluble,-3.85,5.77E-02,1.40E-04,Soluble,High,No,Yes,No,Yes,Yes,No,Yes,-4.43,0,1,0,1,1,0.55,0,2,3,6,,6060,Inactive,,
,,fruit ,TANGERETIN,68077,Molecule 542,COc1ccc(cc1)c1cc(=O)c2c(o1)c(OC)c(c(c2OC)OC)OC,C20H20O7,372.37,27,16,0.25,6,7,0,100.38,76.36,3.71,3.04,3.5,0.63,4.21,3.02,-4.11,2.91E-02,7.83E-05,Moderately soluble,-4.31,1.83E-02,4.90E-05,Moderately soluble,-6.71,7.24E-05,1.95E-07,Poorly soluble,High,Yes,No,No,No,Yes,No,Yes,-6.41,0,0,0,0,0,0.55,0,0,1,3.74,,5000,Inactive/ Active,,
Cucumis melo,"Madhuphala, Vrittakarkatii (kharbooza)",fruit,adenosine,60961,Molecule 543,OCC1OC(C(C1O)O)n1cnc2c1ncnc2N,C10H13N5O4,267.24,19,9,0.5,2,7,4,62.67,139.54,0.41,-1.05,-2.3,-2.72,-2.37,-1.61,-1.05,2.36E+01,8.83E-02,Very soluble,-1.39,1.08E+01,4.06E-02,Very soluble,0.41,6.85E+02,2.56E+00,Soluble,Low,No,No,No,No,No,No,No,-8.68,0,1,0,1,0,0.55,0,0,0,3.86,,8,Inactive,,
,,fruit,PHYLLOQUINONE,5284607,Molecule 544,CC(CCCC(CCCC(C)C)C)CCCC(=CCC1=C(C)C(=O)c2c(C1=O)cccc2)C,C31H46O2,450.7,33,6,0.61,14,2,0,144.72,34.14,6.01,10.91,9.16,5.64,9.98,8.34,-8.72,8.62E-07,1.91E-09,Poorly soluble,-11.59,1.16E-09,2.57E-12,Insoluble,-9.73,8.30E-08,1.84E-10,Poorly soluble,Low,No,Yes,Yes,No,No,No,No,-1.3,1,3,1,1,1,0.55,1,1,3,5.35,,25000,Inactive,,
,,fruit,PENTADECANOIC-ACID,13849,Molecule 545,CCCCCCCCCCCCCCC(=O)O,C15H30O2,242.4,17,0,0.93,13,2,1,75.99,37.3,3.66,6.63,5.16,3.94,4.81,4.84,-4.66,5.28E-03,2.18E-05,Moderately soluble,-7.21,1.48E-05,6.10E-08,Poorly soluble,-4.91,2.98E-03,1.23E-05,Moderately soluble,High,Yes,No,Yes,No,Yes,No,No,-3.07,0,0,1,0,1,0.85,0,0,3,2.2,,900,Inactive,,
Equisetum arvense,LITHAGOGUE,strobilus,"2,4-METHYLENE-CHOLESTEROL",157009865,Molecule 546,CC(CCCC(C1CCC2C1(C)CCC1C2CC=C2C1(C)CC(=C)C(C2=C)O)C)C,C29H46O,410.67,30,0,0.79,5,1,1,132.28,20.23,5,8.43,7.72,6.53,7.19,6.97,-7.37,1.76E-05,4.29E-08,Poorly soluble,-8.72,7.76E-07,1.89E-09,Poorly soluble,-6.53,1.22E-04,2.96E-07,Poorly soluble,Low,No,No,No,No,Yes,No,No,-2.82,1,3,0,1,2,0.55,0,1,2,6.49,,NA,Inactive,,
